species,tissue_class,cell_type,cell_name,geneSymbol,PMID
Mm Hs,Reproductive,,Luteal cells,CYP11A1,
Mm Hs,Reproductive,,Luteal cells,EPHX2,
Mm Hs,Reproductive,,Luteal cells,SFRP4,
Mm Hs,Reproductive,,Luteal cells,PLIN5,
Mm Hs,Reproductive,,Luteal cells,BHMT,
Mm Hs,Reproductive,,Luteal cells,PGAM1,
Mm Hs,Reproductive,,Luteal cells,CHKA,
Mm Hs,Reproductive,,Luteal cells,ADAMTS1,
Mm Hs,Reproductive,,Luteal cells,SLC16A2,
Mm Hs,Reproductive,,Luteal cells,PMPCB,
Mm Hs,Reproductive,,Luteal cells,SDC1,
Mm Hs,Reproductive,,Luteal cells,BCAT1,
Mm Hs,Reproductive,,Luteal cells,RORA,
Mm Hs,Reproductive,,Luteal cells,AIF1L,
Mm Hs,Reproductive,,Luteal cells,DHCR7,
Mm Hs,Reproductive,,Luteal cells,EPDR1,
Mm Hs,Reproductive,,Luteal cells,AVPI1,
Mm Hs,Reproductive,,Luteal cells,GAMT,
Mm Hs,Reproductive,,Luteal cells,PRLR,
Mm Hs,Reproductive,,Luteal cells,TMEM86A,
Mm Hs,Reproductive,,Luteal cells,CITED4,
Mm,Reproductive,,Luteal cells,DYNLT1A,
Mm Hs,Reproductive,,Luteal cells,GAPDH,
Mm Hs,Reproductive,,Luteal cells,FKBP5,
Mm Hs,Reproductive,,Luteal cells,ME1,
Mm Hs,Immune system,,Macrophages,ITGAL,
Mm Hs,Immune system,,Macrophages,ITGAM,
Mm Hs,Immune system,,Macrophages,CD14,
Mm Hs,Immune system,,Macrophages,FUT4,
Hs,Immune system,,Macrophages,FCGR3A,
Mm Hs,Immune system,,Macrophages,CD33,
Hs,Immune system,,Macrophages,FCGR1A,
Mm Hs,Immune system,,Macrophages,CD80,
Hs,Immune system,,Macrophages,LILRB4,
Mm Hs,Immune system,,Macrophages,CD86,
Mm Hs,Immune system,,Macrophages,CD163,
Mm Hs,Immune system,,Macrophages,CCR5,
Mm Hs,Immune system,,Macrophages,TLR2,
Mm Hs,Immune system,,Macrophages,TLR4,
Mm Hs,Immune system,,Macrophages,ADGRE1,
Mm Hs,Immune system,,Macrophages,GPR34,
Mm,Immune system,,Macrophages,CCL9,
Mm Hs,Immune system,,Macrophages,TREM2,
Mm Hs,Immune system,,Macrophages,FABP4,
Mm Hs,Immune system,,Macrophages,S100A8,
Mm,Immune system,,Macrophages,WFDC17,
Mm Hs,Immune system,,Macrophages,CPM,
Mm Hs,Immune system,,Macrophages,CHIT1,
Mm Hs,Immune system,,Macrophages,F13A1,
Mm,Immune system,,Macrophages,H2-DMA,
Mm Hs,Immune system,,Macrophages,CX3CR1,
Mm Hs,Immune system,,Macrophages,CXCL16,
Mm Hs,Immune system,,Macrophages,TGFBR1,
Mm Hs,Immune system,,Macrophages,SLAMF9,
Mm,Immune system,,Macrophages,MGL2,
Mm Hs,Immune system,,Macrophages,SCIMP,
Mm Hs,Immune system,,Macrophages,LILRA5,
Mm,Immune system,,Macrophages,CLEC4A2,
Mm,Immune system,,Macrophages,CCL12,
Mm Hs,Immune system,,Macrophages,CD83,
Mm Hs,Immune system,,Macrophages,C3AR1,
Mm Hs,Immune system,,Macrophages,STAB1,
Mm Hs,Immune system,,Macrophages,MRC1,
Mm Hs,Immune system,,Macrophages,PARP14,
None,Immune system,,Macrophages,SEPP1,
Mm Hs,Immune system,,Macrophages,FGD2,
Mm,Immune system,,Macrophages,FCGR1,
Mm Hs,Immune system,,Macrophages,RAB7B,
Mm Hs,Immune system,,Macrophages,RBPJ,
Mm Hs,Immune system,,Macrophages,SLCO2B1,
Mm Hs,Immune system,,Macrophages,NAAA,
Mm Hs,Immune system,,Macrophages,1-Mar,
Mm Hs,Immune system,,Macrophages,EGLN3,
Hs,Immune system,,Macrophages,JAML,
Mm Hs,Immune system,,Macrophages,FGL2,
Mm,Immune system,,Macrophages,CCL6,
Mm Hs,Immune system,,Macrophages,GPNMB,
Mm Hs,Immune system,,Macrophages,CLEC4D,
Mm Hs,Immune system,,Macrophages,ADAM8,
Mm Hs,Immune system,,Macrophages,ARL11,
Mm Hs,Immune system,,Macrophages,MMP12,
Mm Hs,Immune system,,Macrophages,LYVE1,
Mm Hs,Immune system,,Macrophages,PLTP,
Mm Hs,Immune system,,Macrophages,VSIG4,
Mm Hs,Immune system,,Macrophages,MS4A4A,
Hs,Immune system,,Macrophages,MS4A6A,
Mm Hs,Immune system,,Macrophages,FPR1,
Mm Hs,Immune system,,Macrophages,CD180,
Mm,Immune system,,Macrophages,RETNLA,
Mm Hs,Immune system,,Macrophages,GDF15,
Mm Hs,Immune system,,Macrophages,RAB20,
Mm Hs,Immune system,,Macrophages,HFE,
Mm Hs,Immune system,,Macrophages,TNF,
Mm Hs,Immune system,,Macrophages,CCR2,
Mm Hs,Immune system,,Macrophages,SNX20,
Mm,Immune system,,Macrophages,CD209A,
Mm Hs,Immune system,,Macrophages,FMNL1,
Mm Hs,Immune system,,Macrophages,GPR132,
Mm Hs,Immune system,,Macrophages,SLAMF7,
Mm Hs,Immune system,,Macrophages,NCEH1,
Mm Hs,Immune system,,Macrophages,CCL24,
Mm Hs,Immune system,,Macrophages,C5AR1,
Mm Hs,Immune system,,Macrophages,CD300A,
Mm Hs,Immune system,,Macrophages,CXCL2,
Mm Hs,Immune system,,Macrophages,CCL7,
Mm Hs,Immune system,,Macrophages,CCL2,
Mm Hs,Immune system,,Macrophages,IL1B,
Mm Hs,Immune system,,Macrophages,IRF5,
Mm Hs,Immune system,,Macrophages,AHR,
Mm Hs,Immune system,,Macrophages,MYO1G,
Mm Hs,Immune system,,Macrophages,DUSP5,
Mm Hs,Immune system,,Macrophages,GPR171,
Mm Hs,Immune system,,Macrophages,CCR7,
Mm Hs,Immune system,,Macrophages,DNASE1L3,
Mm Hs,Immune system,,Macrophages,CXCL1,
Mm Hs,Immune system,,Macrophages,SAMSN1,
Mm Hs,Immune system,,Macrophages,NR4A3,
Mm Hs,Immune system,,Macrophages,CCL22,
Mm Hs,Immune system,,Macrophages,S100A4,
Mm Hs,Immune system,,Macrophages,MMP9,
Mm Hs,Immune system,,Macrophages,HILPDA,
Mm Hs,Immune system,,Macrophages,NRP2,
Mm Hs,Immune system,,Macrophages,SLC37A2,
Mm Hs,Immune system,,Macrophages,CTSK,
Mm Hs,Immune system,,Macrophages,CD36,
Mm Hs,Immune system,,Macrophages,LPCAT2,
Mm Hs,Immune system,,Macrophages,HPGDS,
Mm Hs,Immune system,,Macrophages,IFNAR2,
Mm Hs,Immune system,,Macrophages,MS4A7,
Mm Hs,Immune system,,Macrophages,SLC11A1,
Mm Hs,Immune system,,Macrophages,HPGD,
Mm Hs,Immune system,,Macrophages,CCL3,
Mm Hs,Immune system,,Macrophages,CLEC7A,
Mm Hs,Immune system,,Macrophages,CD5L,
Mm,Immune system,,Macrophages,LILR4B,
Mm Hs,Immune system,,Macrophages,CCL5,
Mm Hs,Immune system,,Macrophages,CYTH4,
Mm,Immune system,,Macrophages,CLEC4N,
Mm,Immune system,,Macrophages,CD209F,
Mm Hs,Immune system,,Macrophages,CD3E,
Mm Hs,Immune system,,Macrophages,CD19,
Mm Hs,Immune system,,Macrophages,CD74,
Mm,Immune system,,Macrophages,LYZ1,
Mm Hs,Immune system,,Macrophages,CSF1R,
Mm Hs,Immune system,,Macrophages,LGALS3,
Mm Hs,Immune system,,Macrophages,CD68,
Mm Hs,Immune system,,Macrophages,UCP2,
Mm Hs,Immune system,,Macrophages,TREML4,
Mm Hs,Immune system,,Macrophages,FGR,
Mm Hs,Immune system,,Macrophages,CYBB,
Mm Hs,Immune system,,Macrophages,CD200,
Mm Hs,Immune system,,Macrophages,CD200R1,
Mm Hs,Immune system,,Macrophages,GATA6,
Mm,Immune system,,Macrophages,H2-AB1,
Mm,Immune system,,Macrophages,H2-EB1,
Mm,Immune system,,Macrophages,IL4RA,
Mm Hs,Immune system,,Macrophages,ITGAX,
Mm,Immune system,,Macrophages,LY6C1,
Mm Hs,Immune system,,Macrophages,PPARG,
Mm,Immune system,,Macrophages,SIGLECF,
Mm Hs,Immune system,,Macrophages,TYROBP,
Mm Hs,Immune system,,Macrophages,RGS1,
Mm Hs,Immune system,,Macrophages,DAB2,
Mm Hs,Immune system,,Macrophages,P2RY6,
Mm Hs,Immune system,,Macrophages,MAF,
Mm,Immune system,,Macrophages,LYZ2,
Mm Hs,Immune system,,Macrophages,AIF1,
Mm Hs,Immune system,,Macrophages,CLEC10A,
Mm,Immune system,,Macrophages,ADGRE4,
Mm Hs,Immune system,,Macrophages,ADGRE5,
Mm,Immune system,,Macrophages,CLEC4A3,
Mm,Immune system,,Macrophages,CLEC4A1,
Mm Hs,Immune system,,Macrophages,SLC15A3,
Mm,Immune system,,Macrophages,AKR1B3,
Mm Hs,Immune system,,Macrophages,CYP27A1,
Mm Hs,Immune system,,Macrophages,SLC7A7,
Mm Hs,Immune system,,Macrophages,RUNX3,
Mm Hs,Immune system,,Macrophages,SYK,
Mm Hs,Mammary gland,,Mammary epithelial cells,CSN2,
Mm,Mammary gland,,Mammary epithelial cells,CSN1S2A,
Mm Hs,Mammary gland,,Mammary epithelial cells,BTN1A1,
Mm Hs,Mammary gland,,Mammary epithelial cells,BTN2A2,
Hs,Mammary gland,,Mammary epithelial cells,BTN3A1,
Mm Hs,Mammary gland,,Mammary epithelial cells,MMP14,
Mm Hs,Mammary gland,,Mammary epithelial cells,TOX3,
Mm Hs,Mammary gland,,Mammary epithelial cells,CDH1,
Mm Hs,Mammary gland,,Mammary epithelial cells,FFAR1,
Mm Hs,Mammary gland,,Mammary epithelial cells,PYGO2,
Mm Hs,Mammary gland,,Mammary epithelial cells,SERPINB5,
Mm Hs,Mammary gland,,Mammary epithelial cells,RUNX2,
Mm,Mammary gland,,Mammary epithelial cells,WAP,
Mm Hs,Mammary gland,,Mammary epithelial cells,CITED1,
Mm Hs,Mammary gland,,Mammary epithelial cells,IRF6,
Mm Hs,Mammary gland,,Mammary epithelial cells,SULT1E1,
Mm Hs,Mammary gland,,Mammary epithelial cells,KRT14,
Mm Hs,Mammary gland,,Mammary epithelial cells,KDM3A,
Mm Hs,Mammary gland,,Mammary epithelial cells,SLC30A2,
Mm Hs,Mammary gland,,Mammary epithelial cells,PADI2,
Mm Hs,Mammary gland,,Mammary epithelial cells,CLDN1,
Mm Hs,Mammary gland,,Mammary epithelial cells,ABCG2,
Mm Hs,Mammary gland,,Mammary epithelial cells,PIP,
Mm Hs,Mammary gland,,Mammary epithelial cells,KRT5,
Mm Hs,Mammary gland,,Mammary epithelial cells,PRLR,
Mm Hs,Mammary gland,,Mammary epithelial cells,CLDN4,
Mm Hs,Mammary gland,,Mammary epithelial cells,CSN3,
Mm Hs,Mammary gland,,Mammary epithelial cells,CSN1S1,
Mm Hs,Mammary gland,,Mammary epithelial cells,RARRES1,
Mm Hs,Mammary gland,,Mammary epithelial cells,KRT17,
Mm Hs,Mammary gland,,Mammary epithelial cells,NNMT,
Mm Hs,Mammary gland,,Mammary epithelial cells,ALDH1A3,
Mm Hs,Mammary gland,,Mammary epithelial cells,SGMS2,
Mm Hs,Mammary gland,,Mammary epithelial cells,PIEZO1,
Mm Hs,Mammary gland,,Mammary epithelial cells,ANO1,
Mm Hs,Mammary gland,,Mammary epithelial cells,WNT5B,
Mm Hs,Mammary gland,,Mammary epithelial cells,NEDD9,
Mm Hs,Mammary gland,,Mammary epithelial cells,FOXP4,
Mm Hs,Mammary gland,,Mammary epithelial cells,LSR,
Mm Hs,Mammary gland,,Mammary epithelial cells,LIF,
Mm Hs,Mammary gland,,Mammary epithelial cells,KRT19,
Mm Hs,Mammary gland,,Mammary epithelial cells,KRT7,
Mm Hs,Mammary gland,,Mammary epithelial cells,STAT3,
Mm Hs,Mammary gland,,Mammary epithelial cells,KRT8,
Mm Hs,Mammary gland,,Mammary epithelial cells,KRT18,
Mm,Mammary gland,,Mammary epithelial cells,WFDC18,
Mm Hs,Immune system,,Mast cells,KIT,
Mm Hs,Immune system,,Mast cells,ENPP3,
Mm Hs,Immune system,,Mast cells,IL2RA,
Hs,Immune system,,Mast cells,FCER2,
Mm Hs,Immune system,,Mast cells,IL17A,
Mm Hs,Immune system,,Mast cells,CRH,
Mm Hs,Immune system,,Mast cells,HSD11B1,
Mm Hs,Immune system,,Mast cells,CD274,
Mm Hs,Immune system,,Mast cells,CXCR2,
Mm Hs,Immune system,,Mast cells,CXCR4,
Mm Hs,Immune system,,Mast cells,CCR3,
Mm Hs,Immune system,,Mast cells,CCR5,
Mm Hs,Immune system,,Mast cells,LTC4S,
Mm Hs,Immune system,,Mast cells,GPR34,
Mm Hs,Immune system,,Mast cells,MGST2,
Mm Hs,Immune system,,Mast cells,ACHE,
Mm Hs,Immune system,,Mast cells,CPA3,
Mm Hs,Immune system,,Mast cells,CPA1,
Mm Hs,Immune system,,Mast cells,CMA1,
Mm Hs,Immune system,,Mast cells,HNMT,
Mm Hs,Immune system,,Mast cells,TPSAB1,
Mm Hs,Immune system,,Mast cells,PTGDS ,
Mm Hs,Immune system,,Mast cells,CFP,
Mm Hs,Immune system,,Mast cells,RAB27B,
Mm,Immune system,,Mast cells,ATP8B5,
Mm Hs,Immune system,,Mast cells,SLA,
Mm Hs,Immune system,,Mast cells,IL1RL1,
Mm,Immune system,,Mast cells,CSF2RB2,
Mm Hs,Immune system,,Mast cells,GNAI1,
Mm Hs,Immune system,,Mast cells,CFD,
Mm Hs,Immune system,,Mast cells,OSBPL8,
Mm Hs,Immune system,,Mast cells,ADORA3,
Mm Hs,Immune system,,Mast cells,HS3ST1,
Mm Hs,Immune system,,Mast cells,CSF2RB,
Mm Hs,Immune system,,Mast cells,DAPP1,
Mm Hs,Immune system,,Mast cells,SLC6A4,
Mm Hs,Immune system,,Mast cells,MAOB,
Mm,Immune system,,Mast cells,LILR4B,
Mm Hs,Immune system,,Mast cells,CSRNP1,
Mm Hs,Immune system,,Mast cells,CYP11A1,
Mm Hs,Immune system,,Mast cells,RGS1,
Mm,Immune system,,Mast cells,MRGPRB2,
Mm Hs,Immune system,,Mast cells,PLEK,
Mm,Immune system,,Mast cells,MRGPRB1,
Mm Hs,Immune system,,Mast cells,HDC,
Mm,Immune system,,Mast cells,MCPT4,
Mm Hs,Immune system,,Mast cells,TPSB2,
Mm Hs,Immune system,,Mast cells,TPH1,
Mm Hs,Immune system,,Mast cells,CD55,
Mm,Immune system,,Mast cells,CD200R3,
Mm Hs,Immune system,,Mast cells,RGS13,
Mm Hs,Immune system,,Mast cells,TPSG1,
Mm Hs,Immune system,,Mast cells,SOCS1,
Mm Hs,Immune system,,Mast cells,BTK,
Mm Hs,Immune system,,Mast cells,IL4,
Mm Hs,Immune system,,Mast cells,MS4A2,
Mm Hs,Immune system,,Mast cells,VWA5A,
Mm Hs,Immune system,,Mast cells,FCER1A,
Mm Hs,Immune system,,Mast cells,MCEMP1,
Mm Hs,Immune system,,Mast cells,MILR1,
Mm Hs,Immune system,,Mast cells,CCL2,
Mm,Immune system,,Mast cells,CMA2,
Mm Hs,Immune system,,Mast cells,CREB3L1,
Mm Hs,Immune system,,Mast cells,EDNRA,
Mm Hs,Immune system,,Mast cells,HS6ST2,
Mm Hs,Immune system,,Mast cells,KCNE3,
Mm,Immune system,,Mast cells,MCPT9,
Mm Hs,Immune system,,Mast cells,MEIS2,
Mm,Immune system,,Mast cells,MRGPRA4,
Mm Hs,Immune system,,Mast cells,MRGPRX2,
Mm,Immune system,,Mast cells,OLFR920,
Mm Hs,Immune system,,Mast cells,PLAU,
Mm Hs,Immune system,,Mast cells,ADAMTS9,
Mm Hs,Immune system,,Mast cells,CHST1,
Mm Hs,Immune system,,Mast cells,COBL,
Mm Hs,Immune system,,Mast cells,CTSG,
Mm Hs,Immune system,,Mast cells,DNM3,
Mm Hs,Immune system,,Mast cells,FAM198B,
Mm Hs,Immune system,,Mast cells,GRIK2,
Mm Hs,Immune system,,Mast cells,HPGDS,
Mm Hs,Immune system,,Mast cells,HS3ST3A1,
Mm Hs,Immune system,,Mast cells,PAPSS2,
Mm Hs,Immune system,,Mast cells,PCBD1,
Mm Hs,Immune system,,Mast cells,PCP4L1,
Mm Hs,Immune system,,Mast cells,RNF128,
Mm,Immune system,,Mast cells,SERPINB1A,
Mm Hs,Immune system,,Mast cells,SLC29A1,
Mm Hs,Immune system,,Mast cells,SLC45A3,
Mm Hs,Immune system,,Mast cells,STARD13,
Mm Hs,Immune system,,Mast cells,A4GALT,
Mm Hs,Immune system,,Mast cells,ACER3,
Mm Hs,Immune system,,Mast cells,ARMCX3,
Mm Hs,Immune system,,Mast cells,ATL2,
Mm Hs,Immune system,,Mast cells,BBS10,
Mm Hs,Immune system,,Mast cells,BMPR2,
Mm Hs,Immune system,,Mast cells,C2,
Mm,Immune system,,Mast cells,CAR13,
Mm Hs,Immune system,,Mast cells,CCDC141,
Mm Hs,Immune system,,Mast cells,CCL7,
Mm Hs,Immune system,,Mast cells,CDC42BPA,
Mm Hs,Immune system,,Mast cells,CDH9,
Mm Hs,Immune system,,Mast cells,COPZ2,
Mm,Immune system,,Mast cells,MCPT2,
Mm,Immune system,,Mast cells,ZFP9,
Mm,Immune system,,Mast cells,ZFP521,
Mm Hs,Immune system,,Mast cells,ZDHHC13,
Mm Hs,Immune system,,Mast cells,WDR60,
Mm Hs,Immune system,,Mast cells,UNC13B,
Mm Hs,Immune system,,Mast cells,TRANK1,
Mm Hs,Immune system,,Mast cells,TIAM2,
Mm Hs,Immune system,,Mast cells,TCF7L1,
Mm Hs,Immune system,,Mast cells,STK32B,
Mm Hs,Immune system,,Mast cells,ST6GALNAC3,
Mm Hs,Immune system,,Mast cells,SOCS2,
Mm Hs,Immune system,,Mast cells,SPRED1,
Mm Hs,Immune system,,Mast cells,SMPX,
Mm Hs,Immune system,,Mast cells,SMARCA1,
Mm Hs,Immune system,,Mast cells,SLC7A5,
Mm Hs,Immune system,,Mast cells,SLC4A4,
Mm Hs,Immune system,,Mast cells,SLC31A2,
Mm Hs,Immune system,,Mast cells,SGCE,
Mm Hs,Immune system,,Mast cells,ROR1,
Mm Hs,Immune system,,Mast cells,RNF180,
Hs,Immune system,,Mast cells,RIOK2,
Mm Hs,Immune system,,Mast cells,RBFOX1,
Mm Hs,Immune system,,Mast cells,RAPGEF2,
Mm Hs,Immune system,,Mast cells,PDE1C,
Mm Hs,Immune system,,Mast cells,PCDH7,
Mm Hs,Immune system,,Mast cells,OPTN,
Mm,Immune system,,Mast cells,OLFR918,
Mm,Immune system,,Mast cells,OLFR917,
Mm,Immune system,,Mast cells,OLFR915,
Mm Hs,Immune system,,Mast cells,OAF,
Mm Hs,Immune system,,Mast cells,NEO1,
Mm Hs,Immune system,,Mast cells,NDST2,
Mm Hs,Immune system,,Mast cells,NCEH1,
Mm,Immune system,,Mast cells,MT2,
Mm Hs,Immune system,,Mast cells,MRGPRX1,
Mm Hs,Immune system,,Mast cells,MLPH,
Mm Hs,Immune system,,Mast cells,MITF,
Mm Hs,Immune system,,Mast cells,MFGE8,
Mm Hs,Immune system,,Mast cells,LSAMP,
Mm Hs,Immune system,,Mast cells,LRRC66,
Mm Hs,Immune system,,Mast cells,LIMA1,
Mm Hs,Immune system,,Mast cells,KRT4,
Mm Hs,Immune system,,Mast cells,KDELR3,
Mm Hs,Immune system,,Mast cells,IDS,
Mm Hs,Immune system,,Mast cells,HSPA13,
Mm Hs,Immune system,,Mast cells,HS2ST1,
Mm Hs,Immune system,,Mast cells,GPM6A,
Mm Hs,Immune system,,Mast cells,GP1BA,
Mm Hs,Immune system,,Mast cells,GNAZ,
Mm Hs,Immune system,,Mast cells,FAM84A,
Mm Hs,Immune system,,Mast cells,FAM129B,
Mm Hs,Immune system,,Mast cells,EXT1,
Mm Hs,Immune system,,Mast cells,ESYT3,
Mm Hs,Immune system,,Mast cells,ENO2,
Mm Hs,Immune system,,Mast cells,ENAH,
Mm Hs,Immune system,,Mast cells,DUSP1,
Mm Hs,Immune system,,Mast cells,DGKI,
Mm Hs,Immune system,,Mast cells,DDC,
Mm Hs,Immune system,,Mast cells,DCLK3,
Mm Hs,Immune system,,Megakaryocytes,ITGA2B,
Mm Hs,Immune system,,Megakaryocytes,GP1BA,
Mm Hs,Immune system,,Megakaryocytes,ITGB3,
Mm Hs,Immune system,,Megakaryocytes,MPL,
Mm Hs,Immune system,,Megakaryocytes,LAT,
Mm Hs,Immune system,,Megakaryocytes,PLEK,
Mm Hs,Immune system,,Megakaryocytes,S100A9,
Mm Hs,Immune system,,Megakaryocytes,S100A8,
Mm Hs,Immune system,,Megakaryocytes,PF4,
Mm Hs,Immune system,,Megakaryocytes,F13A1,
Mm Hs,Immune system,,Megakaryocytes,CD9,
Mm Hs,Immune system,,Megakaryocytes,EPOR,
Mm Hs,Immune system,,Megakaryocytes,CXCR4,
Mm Hs,Immune system,,Megakaryocytes,GP5,
Mm Hs,Immune system,,Megakaryocytes,CXCR1,
Mm Hs,Immune system,,Megakaryocytes,CXCR2,
Mm Hs,Immune system,,Megakaryocytes,SLAMF1,
Mm Hs,Immune system,,Megakaryocytes,PDE6B,
Mm Hs,Immune system,,Megakaryocytes,MATK,
Mm Hs,Immune system,,Megakaryocytes,SPON2,
Mm Hs,Immune system,,Megakaryocytes,MKL2,
Mm Hs,Immune system,,Megakaryocytes,TLR9,
Mm Hs,Immune system,,Megakaryocytes,KIF5B,
Mm Hs,Immune system,,Megakaryocytes,GATA1,
Mm Hs,Immune system,,Megakaryocytes,FLI1,
Mm Hs,Immune system,,Megakaryocytes,PROX1,
Mm Hs,Immune system,,Megakaryocytes,SYP,
Mm Hs,Immune system,,Megakaryocytes,TSPAN9,
Mm Hs,Immune system,,Megakaryocytes,RGS18,
Mm Hs,Immune system,,Megakaryocytes,TREML1,
Mm Hs,Immune system,,Megakaryocytes,GATA2,
Mm Hs,Immune system,,Megakaryocytes,VWF,
Mm Hs,Immune system,,Megakaryocytes,ALOX12,
Mm Hs,Immune system,,Megakaryocytes,SELP,
Mm Hs,Immune system,,Megakaryocytes,NFATC1,
Mm Hs,Immune system,,Megakaryocytes,CIB1,
Mm Hs,Immune system,,Megakaryocytes,PLK3,
Mm Hs,Immune system,,Megakaryocytes,MAFG,
Mm Hs,Immune system,,Megakaryocytes,IL2RA,
Mm Hs,Immune system,,Megakaryocytes,PECAM1,
Mm Hs,Immune system,,Megakaryocytes,PPARG,
Mm Hs,Immune system,,Megakaryocytes,IL6,
Mm Hs,Immune system,,Megakaryocytes,IL21R,
Mm Hs,Immune system,,Megakaryocytes,LRP1,
Mm Hs,Immune system,,Megakaryocytes,ACHE,
Mm Hs,Immune system,,Megakaryocytes,VEGFA,
Mm Hs,Immune system,,Megakaryocytes,TGFB1,
Mm Hs,Immune system,,Megakaryocytes,GP9,
Mm Hs,Skin,,Melanocytes,AHR,
Mm Hs,Skin,,Melanocytes,MC1R,
Mm Hs,Skin,,Melanocytes,PMEL,
Mm Hs,Skin,,Melanocytes,PTGDS,
Mm Hs,Skin,,Melanocytes,SLC45A2,
Mm Hs,Skin,,Melanocytes,MLANA,
Mm Hs,Skin,,Melanocytes,MITF,
Mm Hs,Skin,,Melanocytes,TYR,
Mm Hs,Skin,,Melanocytes,TYRP1,
Mm Hs,Skin,,Melanocytes,DCT,
Mm Hs,Skin,,Melanocytes,FILIP1L,
Mm Hs,Skin,,Melanocytes,GPNMB,
Mm Hs,Skin,,Melanocytes,LOXL2,
Mm Hs,Skin,,Melanocytes,ZC3H7A,
Mm Hs,Skin,,Melanocytes,SLK,
Mm,Skin,,Melanocytes,SERPINB1A,
Mm Hs,Skin,,Melanocytes,DKK3,
Mm Hs,Skin,,Melanocytes,AHNAK2,
Mm Hs,Skin,,Melanocytes,HSPB1,
Mm Hs,Skin,,Melanocytes,PAX3,
Mm Hs,Skin,,Melanocytes,TRPM1,
Mm Hs,Skin,,Melanocytes,CTNS,
Mm Hs,Skin,,Melanocytes,ENPP1,
Mm Hs,Skin,,Melanocytes,SOX9,
Mm Hs,Skin,,Melanocytes,BNC2,
Mm Hs,Skin,,Melanocytes,MEN1,
Mm Hs,Skin,,Melanocytes,POMC,
Mm Hs,Skin,,Melanocytes,TFAP2A,
Mm Hs,Skin,,Melanocytes,RAB38,
Hs,Skin,,Melanocytes,TP63,
Mm Hs,Skin,,Melanocytes,CRABP1,
Mm Hs,Skin,,Melanocytes,BMI1,
Mm Hs,Skin,,Melanocytes,PTN,
4,Skin,,Melanocytes,CCN5,
Hs,Skin,,Melanocytes,PRKN,
Mm Hs,Skin,,Melanocytes,KLC2,
Mm Hs,Skin,,Melanocytes,IL24,
Mm Hs,Skin,,Melanocytes,TPH2,
Mm Hs,Skin,,Melanocytes,PPARA,
Mm Hs,Skin,,Melanocytes,PPARD,
Mm Hs,Skin,,Melanocytes,PPARG,
Mm Hs,Skin,,Melanocytes,PRKCA,
Mm Hs,Brain,,Meningeal cells,FOXC1,
Mm Hs,Brain,,Meningeal cells,FOXC2,
Mm Hs,Brain,,Meningeal cells,BMP7,
Mm Hs,Brain,,Meningeal cells,ZIC1,
Mm Hs,Brain,,Meningeal cells,ZIC3,
Mm Hs,Brain,,Meningeal cells,ALDH1A2,
Mm Hs,Brain,,Meningeal cells,ALX4,
Mm Hs,Brain,,Meningeal cells,IGF2,
Mm Hs,Brain,,Meningeal cells,VTN,
Mm Hs,Brain,,Meningeal cells,IGFBP2,
Mm Hs,Brain,,Meningeal cells,DCN,
Mm Hs,Brain,,Meningeal cells,LUM,
Mm Hs,Brain,,Meningeal cells,PDGFRA,
Mm Hs,Brain,,Meningeal cells,IL33,
Mm Hs,Brain,,Meningeal cells,PTGDS,
Mm Hs,Brain,,Meningeal cells,NNAT,
Mm Hs,Brain,,Meningeal cells,NOV,
Mm Hs,Brain,,Meningeal cells,SLC47A1,
Mm Hs,Skin,,Merkel cells,CHGA,
Mm Hs,Skin,,Merkel cells,KRT20,
Mm Hs,Skin,,Merkel cells,FLI1,
Hs,Skin,,Merkel cells,CD99,
Mm Hs,Skin,,Merkel cells,GNAI1,
Mm Hs,Skin,,Merkel cells,VIL1,
Mm Hs,Skin,,Merkel cells,PIEZO2,
Mm Hs,Skin,,Merkel cells,ID2,
Mm Hs,Skin,,Merkel cells,TRPV4,
Mm Hs,Skin,,Merkel cells,ATOH1,
Mm Hs,Skin,,Merkel cells,SOX2,
Mm Hs,Skin,,Merkel cells,TTF1,
Mm Hs,Skin,,Merkel cells,POU4F3,
Mm Hs,Skin,,Merkel cells,GFI1,
Mm Hs,Skin,,Merkel cells,KRT8,
Mm Hs,Skin,,Merkel cells,KRT18,
Mm Hs,Kidney,,Mesangial cells,PDGFB,
Mm Hs,Kidney,,Mesangial cells,PDGFRB,
Mm Hs,Kidney,,Mesangial cells,ACTA2,
Mm Hs,Kidney,,Mesangial cells,TNS1,
Mm Hs,Kidney,,Mesangial cells,SFRP2,
Mm Hs,Kidney,,Mesangial cells,ECM1,
Mm Hs,Kidney,,Mesangial cells,ANGPT2,
Mm Hs,Kidney,,Mesangial cells,FGF1,
Mm Hs,Kidney,,Mesangial cells,CTGF,
Mm Hs,Kidney,,Mesangial cells,PLAU,
Mm Hs,Kidney,,Mesangial cells,GATA3,
Mm Hs,Kidney,,Mesangial cells,LEF1,
Mm Hs,Kidney,,Mesangial cells,MRC1,
Mm Hs,Kidney,,Mesangial cells,PML,
Mm Hs,Kidney,,Mesangial cells,OGT,
Mm Hs,Kidney,,Mesangial cells,NOCT,
Mm Hs,Kidney,,Mesangial cells,NCOA2,
Mm Hs,Kidney,,Mesangial cells,PER3,
Mm Hs,Kidney,,Mesangial cells,PLA2R1,
Mm Hs,Kidney,,Mesangial cells,TRIP4,
